term,pos,comment,is_case_sensitive,en,comment_en
ཆོས་ ཀྱི་ དབྱིངས་ ནམ་མཁའ་ ཀུན་ ནས་ སྣང་བ་ -འི་ ཅོད་པན,,person-Samanta­dharma­dhātu­gagana­pratibhāsa­mukuṭa,yes,Samanta­dharma­dhātu­gagana­pratibhāsa­mukuṭa,"\nA bodhisattva present in Śrāvastī.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ དབྱིངས་ ནམ་མཁའ་ མཛོད་སྤུ་ -ས་ ཡོངས་སུ་ རྒྱས་པ་ -འི་ རྩེ་མོ་ དཔལ་ གྱི་ སྒྲོན་མ,,person-Dharma­dhātu­gagana­pūrṇa­ratna­śikhara­śrī­pradīpa,yes,Dharma­dhātu­gagana­pūrṇa­ratna­śikhara­śrī­pradīpa,"\nA buddha in the distant past.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ དབྱིངས་ ནམ་མཁའ་ -འི་ གཟུགས་བརྙན་ གྱི་ སྤྲིན,,place-Dharma­dhātu­gagana­pratibhāsa­megha,yes,Dharma­dhātu­gagana­pratibhāsa­megha,"\nAn ocean of world realms in the eastern direction.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ དབྱིངས་ ནམ་མཁའ་ -འི་ དཔལ་ རྣམ་པ་ -ར་ སྣང་བ,,person-Dharma­dhātu­gagana­śrī­vairocana,yes,Dharma­dhātu­gagana­śrī­vairocana,"\nA buddha in a northern buddha realm.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ དབྱིངས་ ནི་ གཟུགས་བརྙན་ དཔལ,,person-Dharma­dhātu­pratibhāsa­śri,yes,Dharma­dhātu­pratibhāsa­śri,"\nThe sixty-third buddha in a kalpa in the distant past. BHS verse: Dharma­dhātu­pratibhāsa­śiri.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ དབྱིངས་ འོད་གཟེར་ མཐའ་ཡས་པ་ -ས་ ཡོངས་སུ་ བརྒྱན་པ་ -འི་ ཆོས་ ཀྱི་ རྒྱལ་པོ,,person-Ananta­raśmi­dharma­dhātu­samalaṃkṛta­dharma­rāja,yes,Ananta­raśmi­dharma­dhātu­samalaṃkṛta­dharma­rāja,"\nA buddha in the distant past.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ དབྱིངས་ འོད་འཕྲོ་ ཞིང་ རྣམ་པ་ -ར་ སྣང་བ་ -ར་ བྱུང་བ་ -འི་ བློ་གྲོས,,person-Dharma­dhātvarcirvairocana­saṃbhava­mati,yes,Dharma­dhātvarcirvairocana­saṃbhava­mati,"\nA bodhisattva in a realm in the downward direction.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ དབྱིངས་ རབ་ཏུ་ སྣང་བ་ -འི་ འོད,,place-dharma­dhātu­pratibhāsa­prabha,yes,Illuminating Light of the Realm of the Dharma,"\nAn assembly hall of the bodhisattvas.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ དབྱིངས་ ལས་ བྱུང་བ་ -འི་ རིན་པོ་ཆེ་ ཐམས་ཅད་ ཀྱི་ ཡལ་ག་ དང་ ལྷུན་ དུ་ ལྡན་པ,,term-Dharma­dhātu­prabhava­sarva­ratna­maṇi­śākhā­pralamba,yes,Dharma­dhātu­prabhava­sarva­ratna­maṇi­śākhā­pralamba,"\nA bodhi tree in the distant past, the name of which means “Having Trunk and Branches of All Jewels That Appear in the Realm of Phenomena.”\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ དབྱིངས་ སུ་ ཤིན་ཏུ་ འཕྲུལ་བ་ -འི་ སྨོན་ལམ་ ཟླ་བ,,person-Dharma­dhātu­sunirmita­praṇidhi­candra,yes,Dharma­dhātu­sunirmita­praṇidhi­candra,"\nA bodhisattva from a northeastern realm. Also known as Dharma­dhātu­praṇidhi­sunirmita­candra­rāja.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ དབྱིངས་ སུ་ སྣང་བ་ -འི་ བློ,,person-Dharma­dhātu­nayāvabhāsa­buddhi,yes,Dharma­dhātu­nayāvabhāsa­buddhi,"\nA bodhisattva present in Śrāvastī.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ དབྱིངས་ སུ་ སྨོན་ལམ་ རབ་ཏུ་ འཕྲུལ་བ་ -འི་ ཟླ་བ་ -འི་ རྒྱལ་པོ,,person-Dharma­dhātu­praṇidhi­sunirmita­candra­rāja,yes,Dharma­dhātu­praṇidhi­sunirmita­candra­rāja,"\nA bodhisattva from a northeastern realm. Also known as Dharma­dhātu­sunirmita­praṇidhi­candra.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ དབྱིངས་ སྣང་བ་ -འི་ ནོར་བུ་ -འི་ ཅོད་པན,,person-—,yes,Crown of the Jewel That Illuminates the Realm of Phenomena,"\nA bodhisattva.\nToh 129, Dharmachakra Translation Committee,v 1.3.21"
ཆོས་ ཀྱི་ དབྱིངས་ སྣང་བ་ -འི་ བློ་གྲོས་ ཅོད་པན,,person-Dharma­dhātu­pratibhāsa­maṇi­mukuṭa,yes,Dharma­dhātu­pratibhāsa­maṇi­mukuṭa,"\nA bodhisattva present in Śrāvastī.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ དབྱིངས,,term-dharmadhātu,yes,Dharmadhātu,"\n“The sphere of dharmas,” “the base of dharmas,” “the ore of dharmas”—a synonym for the nature of things.\nToh 100, Dharmachakra Translation Committee,v 1.43.12Domain of truth\nNone\nToh 106, Buddhavacana Translation Group (Vienna),v 1.0.9Expanse of reality\nNone\nToh 11, Padmakara Translation Group,v 1.39.3Essence of phenomena\nDefined as the ultimate nature of phenomena, and also as the essence of the Dharma. Literally “the element of phenomena, or the Dharma.” This term is also used to mean “the realm of phenomena,” meaning all phenomena.\nToh 113, Peter Alan Roberts,v 1.2.1Realm of phenomena\nA synonym for ultimate truth, the nature of phenomena.\nToh 124, Dharmachakra Translation Committee.,v 1.1.11Essence of phenomena\nDefined in the commentary as the ultimate nature of phenomena, or the supreme among phenomena. Also defined as the essence of the Dharma. Literally “the element of phenomena, or the Dharma.” This term is also used to mean “the realm of phenomena,” meaning all phenomena.\nToh 127, Peter Alan Roberts,v 1.45.16Realm of phenomena\nThe “sphere of dharmas,” a synonym for the nature of things.\nToh 130, Dharmachakra Translation Committee,v 1.26.7Realm of phenomena\nThe “sphere of dharmas,” a synonym for the nature of things.\nToh 144, Dharmachakra Translation Committee.,v 1.0.9\nNone\nToh 145, David Jackson  under the patronage and supervision of 84000: Translating the Words of the Buddha,v 1.4.16Realm of phenomena\nA synonym for emptiness, the ultimate reality, or the ultimate nature of things. This term is interpreted variously due to the many different meanings of dharma as element, phenomena, reality, truth, and/or the teaching.\nToh 147, Anne Burchardi,v 1.2.18Realm of phenomena\nThe “sphere of dharmas,” a synonym for the nature of things.\nToh 152, Dharmachakra Translation Committee,v 1.5.10Realm of phenomena\nA synonym for emptiness or the ultimate nature of things. This term is interpreted variously—given the many connotations of dharma/chos—as the sphere, element, or nature of phenomena, reality, or truth.\nToh 159, Ratnaśrī Translation Group,v 1.0.11Realm of phenomena\nThe “sphere of dharmas,” a synonym for the nature of things.\nToh 160, Dharmachakra Translation Committee,v 1.1.6\nThis term is interpreted variously—given the many connotations of both dharma and dhātu—as the sphere, element, or nature, of phenomena, reality, or truth. In this text it is used with this general, Mahāyāna sense, not to be confused with its rather different meaning in the Abhidharma as one of the twelve sense sources (āyatana) and eighteen elements (dhātu) related to mental perception.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8Realm of phenomena\nThe “sphere of dharmas,” a synonym for the nature of things.\nToh 201, Dharmachakra Translation Committee,v 1.1.3Domain of truth\nThe expanse of phenomena, the sphere of ultimate reality.\nToh 207, Buddhavacana Translation Group.,v 1.1.12\nIn combination with pratītya­samutpāda (in this text rten cing ’brel bar ’byung ba chos kyi dbyings), the term dharmadhātu can refer to a type of Buddhist relic which is said to embody the essence of the Buddhist doctrine.\nToh 212, Buddhavacana Translation Group.,v 1.49.2Realm of phenomena\nThe field or nature of ultimate reality.\nToh 231, Dharmachakra Translation Committee,v 1.30.12Expanse of reality\nNone\nToh 246, UCSB Buddhist Studies Translation Group–2,v 0.0.20\nThe “sphere of phenomena,” a totality of things as they really are.\nToh 381, Dharmachakra Translation Committee.,v 1.11.14Sphere of phenomena\nSee “dharmadhātu.”\nToh 381, Dharmachakra Translation Committee.,v 1.11.14Realm of phenomena\nDefined in the commentary as the ultimate nature of phenomena, or as the supreme amongst phenomena. Also defined as the essence of the Dharma. Dhātu can be used to mean an essential element or a realm, and so dharmadhātu is also used to mean “the realm of phenomena,” meaning all phenomena. Also translated here as “essence of phenomena.”\nToh 44-31, Peter Alan Roberts,v 1.0.1Essence of phenomena\nSee “realm of phenomena.”\nToh 44-31, Peter Alan Roberts,v 1.0.1Expanse of phenomena\nVaryingly, “the sphere of phenomena,” “the base of phenomena,” “the ore of phenomena”—a synonym for the nature of things.\nToh 46, Dharmachakra Translation Committee,v 1.0.4Realm of phenomena\nThe “sphere of dharmas,” a synonym for the nature of phenomena.\nToh 51, Dharmachakra Translation Committee,v 1.0.1Realm of phenomena\nA synonym for emptiness or the ultimate nature of things (see i.4). This term is interpreted variously—given the many connotations of dharma / chos—as the sphere, element, or nature, of phenomena, reality, or truth. In this text it is used with this general, Mahāyāna sense, not to be confused with its rather different meaning in the Abhidharma as one of the twelve sense sources (āyatana) and eighteen elements (dhātu) related to mental perception.\nToh 52, Dharmachakra Translation Committee,v 1.13.12Realm of Dharma\nThe “sphere of dharmas,” a synonym for the nature of things. Also translated here as “realm of phenomena.”\nToh 54, Dharmachakra Translation Committee,v 1.0.8Realm of phenomena\nThe “sphere of dharmas,” a synonym for the nature of things. Also translated here as “realm of Dharma.”\nToh 54, Dharmachakra Translation Committee,v 1.0.8Sphere of phenomena\nThings as they truly are, with nothing imputed to them through dualistic thinking. The term is rendered elsewhere in this translation as “dharmadhātu.”\nToh 543, Dharmachakra Translation Committee,v 1.21.16\nA synonym for emptiness or the ultimate nature of reality (dharmatā). This term is interpreted variously—given the many connotations of dharma/chos—as the sphere, element, or nature of phenomena, reality, or truth. In this text it is used with this general, Mahāyāna sense, not to be confused with its rather different meaning in the Abhidharma as one of the twelve sense fields (Skt. āyatana) and eighteen elements (Skt. dhātu), and comprising all objects of mental perception.\nToh 62, Vienna Buddhist Translation Studies Group,v 1.0.2\nThe nature of phenomena; the dimension or space (dhātu) in which phenomena (dharma) appear.\nToh 68, UCSB Buddhist Studies Translation Group,v 1.0.2Expanse of reality\nThe fundamental space that is the characteristic of all phenomena.\nToh 84, The Karma Gyaltsen Ling Translation Group,v 1.0.4Expanse of reality\nVaryingly, “the sphere of dharmas,” “the base of dharmas,” “the realm of dharmas”—a synonym for the nature of phenomena.\nToh 96, Jens Erland Braarvig,v 1.3.13Realm of phenomena\nThe element, or nature, of ultimate reality.\nToh 97, Dharmachakra Translation Committee,v 1.1.5"
ཆོས་ ཀྱི་ དབྱེ,,place-*Dharma­vivecana,yes,Dharma Discernment,"\nA Buddhist hermitage, or monastery, located in the Magadha kingdom.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8"
ཆོས་ ཀྱི་ དྲ་བ་ རྣམ་པ་ -ར་ སངས་རྒྱས་པ་ -འི་ དཔལ་ གྱི་ ཟླ་བ,,person-Dharma­jāla­vibuddha­śrī­candra,yes,Dharma­jāla­vibuddha­śrī­candra,"\nOne of countless buddhas in a past kalpa.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ ནམ་མཁའ་ མངོན་ འཕགས་རྒྱལ་པོ,,person-Dharma­gaganābhyudgata­rāja,yes,Dharma­gaganābhyudgata­rāja,"\nA buddha of the distant past.\nToh 113, Peter Alan Roberts,v 1.2.1"
ཆོས་ ཀྱི་ ནམ་མཁའ་ ལ་ དཔལ་ ཤིན་ཏུ་ འཕགས་པ་ -འི་ རྒྱལ་པོ,,person-Dharma­gaganābhyudgata­śrī­rāja,yes,Dharma­gaganābhyudgata­śrī­rāja,"\nA buddha in the distant past.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ ནམ་མཁའ་ ལ་ སེང་གེ་ -འི་ འོད་ ཤིན་ཏུ་ མཛེས་པ,,person-Dharma­gagana­kānta­siṃha­prabha,yes,Dharma­gagana­kānta­siṃha­prabha,"\nOne of countless buddhas in a past kalpa.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ ནམ་མཁའ་ སྒྲིབ་པ་ མེད་པ་ -འི་ འོད,,person-Anāvaraṇa­dharma­gagana­prabha,yes,Anāvaraṇa­dharma­gagana­prabha,"\nOne of countless buddhas in a past kalpa.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ ནམ་མཁའ་ སྒྲོན་མ,,person-—,yes,Lamp of the Sky of Dharma,"\nName of the thus-gone one of the world system Palmyra Trees Reaching the Sky/Fully-Adorned Sky.\nToh 266, Dharmachakra Translation Committee,v 1.0.15"
ཆོས་ ཀྱི་ པད་མོ་ དཔལ་ གྱི་ དཀྱིལ་འཁོར,,person-Dharma­padma­śrī­kuśalā,yes,Dharma­padma­śrī­kuśalā,"\nA body goddess.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ པདྨོ་ རབ་ཏུ་ རྒྱས་པ་ -འི་ དཔལ་ གྱི་ སྤྲིན,,person-Dharma­padma­praphullita­śrī­megha,yes,Dharma­padma­praphullita­śrī­megha,"\nOne of countless buddhas in a past kalpa.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ པདྨོ་ རྣམ་པ་ -ར་ སྣང་བ་ -ས་ རྣམ་པ་ -ར་ སངས་རྒྱས་པ་ -འི་ དཔལ,,person-Dharma­padma­vairocana­vibuddha­ketu,yes,Dharma­padma­vairocana­vibuddha­ketu,"\nOne of countless buddhas in a past kalpa.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ ཕུང་པོ,,term-dharmaskandha,yes,Compilations of the Dharma,"\nCollections of the Buddha’s teachings.\nToh 285,None,v 1.1.9"
ཆོས་ ཀྱི་ ཕྱག་རྒྱ་ བཞི,,term-dharmoddāna,yes,Four epitomes of the Dharma,"\nThe four are as follows: All compounded things are impermanent (anityāḥ sarva­saṃskārāḥ). All defiled things are suffering (duḥkhāh sarva­sāsravāḥ). All things are without self (anātmanāḥ sarva­dharmāḥ). Nirvāṇa is peace (śāntaṃ nirvāṇaṃ). Also called “the four insignia of the Dharma.”\nToh 176,None,v 1.45.11"
ཆོས་ ཀྱི་ ཕྱག་རྒྱ་ -འི་ སྙིང་པོ,,person-Dharma­mudrā­garbha,yes,Dharmamudrāgarbha,"\nA bodhisattva.\nToh 129, Dharmachakra Translation Committee,v 1.3.21"
ཆོས་ ཀྱི་ ཕྱོགས་ སུ་ ཡང་དག་པ་ -ར་ གཞོལ་བ་ -འི་ སྙིང་པོ,,place-Dharma­dhātu­diksamavasaraṇa­garbha,yes,Dharma­dhātu­diksamavasaraṇa­garbha,"\nA kūṭāgāra that miraculously appears in a lotus, within which is the Buddha’s mother.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ བཤེས་གཉེན,,person-Dharmamitra,yes,Dharmamitra,"\nNinth-century Indian author.\nToh 113, Peter Alan Roberts,v 1.2.1"
ཆོས་ ཀྱི་ བླ་མ,,person-Dharmottara,yes,Dharmottara,"\nNone\nToh 127, Peter Alan Roberts,v 1.45.16Guru of Dharma\nName of the thus-gone one of the world system Endowed with Dharma.\nToh 266, Dharmachakra Translation Committee,v 1.0.15"
ཆོས་ ཀྱི་ བློ་གྲོས་ བཟང་པོ,,person-Dharma­mati­bhadra,yes,Dharma­mati­bhadra,"\nNone\nToh 145, David Jackson  under the patronage and supervision of 84000: Translating the Words of the Buddha,v 1.4.16"
ཆོས་ ཀྱི་ བློ་གྲོས་ ཟླ་བ,,person-Dharma­mati­candrā,yes,Dharma­mati­candrā,"\nOne of countless buddhas in a past kalpa.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཆོས་ ཀྱི་ བློ་གྲོས,,person-Dharmamati,yes,Dharmamati,"\nOne of the eight sons of Candra­sūrya­pradīpa. Also one of the translators of the Lotus Sūtra into Chinese.\nToh 113, Peter Alan Roberts,v 1.2.1\nNone\nToh 134, Dharmachakra Translation Committee,v 2.1.2\nNone\nToh 95, Dharmachakra Translation Committee,v 4.48.3"
ཆོས་ ཀྱི་ མདོ་ བཞི,,term-dharmoddāna­catuṣṭaya,yes,Four aphorisms of the Dharma,"\nThe main topic of this sūtra; known also in Tibetan by the synonym bka’ rtags kyi phyag rgya bzhi (“the four seals of the [Buddha’s] teaching”), in Sanskrit caturmudrā (“the four seals”) or dṛṣṭi­nimitta­mudrā (“the seals that are the marks of the [Buddhist] view”).\nToh 155, Sakya Pandita Translation Group (Tsechen Kunchab Ling Division),v 2.15.14"
